data,target
0,0.488283793
0.001371742,0.482859622
0.002743484,0.50987199
0.004115226,0.5261445
0.005486968,0.54784118
0.009602195,0.585810371
0.010973937,0.583206769
0.012345679,0.556194402
0.013717421,0.545346062
0.015089163,0.571056628
0.01920439,0.572575396
0.020576132,0.564439141
0.021947874,0.555001085
0.023319616,0.543501844
0.024691358,0.542850944
0.028806584,0.541657626
0.030178326,0.566066392
0.031550069,0.571490562
0.032921811,0.554024734
0.034293553,0.563679757
0.038408779,0.557170753
0.039780521,0.573551747
0.041152263,0.600672597
0.042524005,0.58450857
0.043895748,0.585918854
0.048010974,0.610436103
0.049382716,0.622694728
0.050754458,0.615968757
0.0521262,0.61065307
0.053497942,0.61065307
0.057613169,0.650141028
0.058984911,0.640594489
0.060356653,0.64732046
0.061728395,0.622911695
0.063100137,0.599913213
0.067215364,0.574094164
0.068587106,0.560642222
0.069958848,0.580928618
0.07133059,0.574202647
0.072702332,0.576914732
0.076817558,0.601865915
0.0781893,0.604035583
0.079561043,0.598719896
0.080932785,0.609568236
0.082304527,0.617704491
0.086419753,0.636689087
0.087791495,0.61510089
0.089163237,0.61510089
0.090534979,0.61097852
0.091906722,0.62052506
0.096021948,0.631481883
0.09739369,0.651768279
0.098765432,0.642330223
0.100137174,0.599045346
0.101508916,0.582772836
0.105624143,0.599153829
0.106995885,0.601865915
0.108367627,0.62085051
0.109739369,0.580277718
0.111111111,0.580277718
0.115226337,0.606096767
0.11659808,0.599370796
0.117969822,0.60490345
0.119341564,0.618463875
0.120713306,0.60490345
0.124828532,0.580603168
0.126200274,0.600889564
0.127572016,0.607724018
0.128943759,0.596984161
0.130315501,0.596984161
0.131687243,0.596984161
0.144032922,0.633977002
0.145404664,0.633217618
0.146776406,0.640811456
0.148148148,0.665220221
0.14951989,0.662508136
0.153635117,0.696571924
0.155006859,0.735083532
0.156378601,0.730418746
0.157750343,0.708830549
0.159122085,0.714254719
0.163237311,0.715773487
0.164609053,0.714580169
0.165980796,0.774029074
0.167352538,0.774137557
0.16872428,0.828053808
0.172839506,0.920156216
0.174211248,0.898676502
0.17558299,0.867541766
0.176954733,0.877088305
0.178326475,0.887719679
0.182441701,0.874484704
0.183813443,0.887394229
0.185185185,0.877847689
0.186556927,0.892818399
0.187928669,0.907680625
0.192043896,0.961922326
0.193415638,0.964634411
0.19478738,0.961922326
0.196159122,0.93208939
0.197530864,0.929377305
0.201646091,0.951073986
0.203017833,0.961922326
0.204389575,0.999891517
0.205761317,1
0.207133059,0.95790844
0.211248285,0.962030809
0.212620027,0.972879149
0.21399177,0.918637448
0.215363512,0.896940768
0.216735254,0.891625081
0.22085048,0.897049251
0.222222222,0.880776741
0.223593964,0.880776741
0.224965706,0.899761337
0.226337449,0.918745932
0.230452675,0.940551096
0.231824417,0.948687351
0.233196159,0.940551096
0.234567901,0.918962899
0.235939643,0.897266218
0.24005487,0.897266218
0.241426612,0.908223042
0.242798354,0.908223042
0.244170096,0.908223042
0.245541838,0.883814276
0.249657064,0.87849859
0.251028807,0.8947711
0.252400549,0.902907355
0.253772291,0.892167498
0.255144033,0.886743328
0.260631001,0.908548492
0.262002743,0.925254936
0.263374486,0.94228683
0.264746228,0.930679106
0.268861454,0.919613799
0.270233196,0.897808635
0.271604938,0.929485789
0.27297668,0.966912562
0.274348422,0.944239531
0.278463649,0.978194836
0.279835391,0.972336732
0.281207133,0.972445216
0.282578875,0.994141896
0.283950617,0.98947711
0.288065844,0.964308961
0.289437586,0.952592753
0.290809328,0.96268171
0.29218107,0.954870905
0.293552812,0.947277067
0.297668038,0.947602517
0.299039781,0.939357778
0.300411523,0.922868301
0.301783265,0.914840529
0.303155007,0.917661098
0.307270233,0.925797353
0.308641975,0.88869603
0.310013717,0.875135604
0.31138546,0.886092428
0.312757202,0.885983944
0.315500686,0.883271859
0.316872428,0.880559774
0.31824417,0.875135604
0.319615912,0.875352571
0.330589849,0.880776741
0.331961591,0.875352571
0.333333333,0.869928401
0.336076818,0.848231721
0.33744856,0.821002387
0.338820302,0.82111087
0.340192044,0.821002387
0.341563786,0.83738338
0.345679012,0.848340204
0.347050754,0.826643524
0.348422497,0.821219353
0.349794239,0.821219353
0.351165981,0.829355609
0.355281207,0.82555869
0.356652949,0.838468214
0.358024691,0.844000868
0.359396433,0.827077457
0.360768176,0.815903667
0.364883402,0.810479497
0.366255144,0.788999783
0.367626886,0.759058364
0.368998628,0.742785854
0.37037037,0.691256238
0.374485597,0.724018225
0.375857339,0.73757865
0.377229081,0.734758082
0.378600823,0.740182252
0.379972565,0.734866565
0.384087791,0.729442395
0.385459534,0.745714906
0.386831276,0.716098937
0.392318244,0.691581688
0.393689986,0.686266001
0.395061728,0.707962682
0.396433471,0.702538512
0.397805213,0.702538512
0.399176955,0.697439792
0.403292181,0.643089607
0.404663923,0.637773921
0.406035665,0.475157301
0.407407407,0.480689954
0.40877915,0.497070948
0.412894376,0.584291603
0.414266118,0.566500325
0.41563786,0.59503146
0.417009602,0.619548709
0.418381344,0.621718377
0.419753086,0.605771317
0.425240055,0.654371881
0.426611797,0.632892167
0.427983539,0.616836624
0.432098765,0.638424821
0.433470508,0.682252115
0.43484225,0.698741593
0.436213992,0.682469082
0.437585734,0.677912779
0.44170096,0.683879366
0.443072702,0.707094814
0.444444444,0.698958559
0.445816187,0.703731829
0.447187929,0.701453678
0.451303155,0.684096333
0.452674897,0.6581688
0.454046639,0.62562378
0.455418381,0.636580603
0.456790123,0.595899327
0.46090535,0.593187242
0.462277092,0.582338902
0.463648834,0.579626817
0.465020576,0.596224778
0.466392318,0.604144066
0.470507545,0.639943589
0.471879287,0.647537427
0.473251029,0.647537427
0.474622771,0.658385767
0.475994513,0.6313734
0.480109739,0.636689087
0.481481481,0.674766761
0.482853224,0.650249512
0.484224966,0.606856151
0.485596708,0.585267954
0.491083676,0.539162508
0.492455418,0.588088522
0.49382716,0.555435018
0.495198903,0.539270992
0.499314129,0.560859189
0.500685871,0.560967672
0.502057613,0.531134736
0.503429355,0.506725971
0.504801097,0.447277067
0.508916324,0.437730527
0.510288066,0.468865264
0.511659808,0.485354741
0.51303155,0.474289434
0.514403292,0.501844218
0.518518519,0.520611846
0.519890261,0.520503363
0.521262003,0.485354741
0.522633745,0.490887394
0.524005487,0.458342374
0.528120713,0.452918204
0.529492455,0.452918204
0.530864198,0.442069863
0.53223594,0.409633326
0.533607682,0.488392276
0.537722908,0.493924929
0.53909465,0.540464309
0.540466392,0.540355826
0.541838134,0.512909525
0.543209877,0.496745498
0.547325103,0.496853981
0.548696845,0.453352137
0.550068587,0.434476025
0.551440329,0.44261228
0.552812071,0.426773704
0.556927298,0.426882187
0.55829904,0.460295075
0.559670782,0.497830332
0.561042524,0.525385116
0.562414266,0.530700803
0.566529492,0.563354307
0.567901235,0.530049902
0.569272977,0.563679757
0.570644719,0.597526578
0.572016461,0.639075721
0.576131687,0.617596008
0.577503429,0.614775439
0.578875171,0.590366674
0.580246914,0.593187242
0.581618656,0.612388805
0.585733882,0.61510089
0.587105624,0.593187242
0.588477366,0.593187242
0.589849108,0.560642222
0.59122085,0.555218052
0.595336077,0.576914732
